,Ax,Qx,Ay,Qy,Azeta,Qzeta
0,(-0.1439398471335304-0.9870972061922718j),0.3100208433900308,(-0.14471183554804218-0.9763005223362322j),0.320020463215096,(-6.399568140462166e-06+0.002815002259594213j),-0.0018665529843166632
1,(0.001111202609081164+0.007397370926045486j),0.3118873963720778,(0.0011013789066873852+0.007322539114509391j),0.32188701619709054,(3.6316244289513046e-05-2.41559577107577e-05j),0.0
2,(-0.0010475319235693863-0.0074065887276009565j),0.3081542904048486,(-0.0025286318288613107-0.006948930141764732j),0.36995869339493925,(-3.631982282688386e-05+2.0405841408999057e-05j),-3.931322474404391e-12
3,(-0.0012437373042322958-0.003440018295119703j),0.359959073569839,(-0.001070034736602214-0.007326921518174583j),0.31815391022995204,(-6.389767454474848e-10-1.2533989470631386e-08j),0.0018665496709629366
4,(-0.0012656020403593556+0.00221819060393529j),0.3799583132199997,(3.695855746363963e-05-0.00466562519971965j),0.35995907356985624,(-1.619693007619845e-11+4.502095340039917e-09j),-0.005599655438686176
5,(-0.001004872158963769-0.0015901929390811306j),0.0,(8.549959295472513e-05-0.001323909439453701j),0.009999619825130188,(-1.997122274155258e-09-2.9120744150761417e-09j),-0.009999641505819537
6,(0.0009042238344113411+1.870936782076053e-05j),0.36995869339484844,(0.0004655598905042403+0.0012419139506112582j),-0.36995869339493676,(-1.3898784852680002e-09+1.97876437782805e-09j),0.009999641774246506
7,(-0.00047709336064752367+0.00025384288641117076j),-0.3799583132199404,(-8.784979212733645e-05-0.0011165148617146739j),0.0,(2.7007098034015953e-12+2.257991070728449e-09j),0.005599662831626842
8,(-0.00018963084681155424+0.00037593684170774403j),-0.3599590735698707,(-0.0005869435366062275-0.0006163673919724993j),-0.009999619825051747,(1.4458613717828667e-09-1.1594901915791032e-09j),-0.35995907326001947
9,(8.163810768083042e-05+0.0003196194699839339j),-0.00999961982506299,(0.00013396903653600982+0.0006787582374793486j),-0.3599590735698441,(1.4485118596228714e-09+1.125424156454727e-09j),0.3599590732641761
10,(-1.293363065336401e-05-0.0003297516893213207j),-0.369958693394863,(0.00045881360613521296+7.984570983444867e-06j),0.37995831321988255,(2.2214087873809985e-10+1.8943127773363496e-09j),0.3799583133343202
11,(0.00022324376777571782+0.00015941965821432218j),0.00999961982507697,(-0.00027190143591368515-4.186157590110816e-05j),0.3000212235718114,(1.9439017956977112e-10-1.8922809683373297e-09j),-0.37995831333959645
12,(-0.00025542533534540063+0.00013174076409149253j),0.330020083044059,(-5.428000261208241e-05+0.00014208055478436715j),0.3100208434051573,(-1.1677977260074397e-11+8.87475645933097e-10j),-0.0037332040590809684
13,(2.1513182158049995e-06-0.00010950787650639479j),0.32002046320716687,(8.524870924629164e-05-0.00010982737761409875j),-0.37995831321992757,(-6.587794553979931e-12+8.074244650646616e-10j),-0.049938238250449754
14,(3.279737304728772e-05+6.659391458829689e-05j),4.485846545774031e-13,(3.84893797409648e-05+0.0001108344890710788j),0.3680921404133925,(-5.963336108524206e-12-7.491905946937094e-10j),0.049938238234366536
15,(5.4254355796632085e-05+1.6991344694078507e-05j),-0.31002084333895774,(-3.740087997526977e-05-9.81685565145227e-05j),0.3718252463807811,(1.6877568147037304e-10+4.5830358596241663e-10j),-0.039938584485114226
16,(-1.8321711125225843e-05-4.867587735168788e-05j),0.361825626553701,(-7.72709370778217e-05-8.090177678664142e-05j),0.33002008300588853,(1.5330622935082914e-10-4.176354468129211e-10j),0.03993858449652873
17,(1.9024690212616824e-05+5.479944578203768e-05j),0.35809252058678837,(3.329677892300651e-05+6.28380938151365e-05j),-2.8533328210414606e-13,(-3.2550630896444466e-12-2.958277391654945e-10j),0.0037331698934654463
18,(2.0766830657257676e-05-3.454844607124322e-05j),0.3780917602384329,(-1.9881797795537447e-06+7.570304708462434e-05j),0.35809252058831625,(-1.550263346790623e-10-9.253433199652818e-11j),-0.06993747139390674
19,(3.729669096593045e-05+5.359811762851012e-06j),0.3000212235181053,(-7.680901225688996e-07-6.484908674486001e-05j),0.36182562655564976,(-1.4630441809466832e-10+8.826573870571536e-11j),0.06993747084846787
20,(-1.7296188735766516e-05+3.20521551974093e-05j),0.38182486620580497,(2.341028921001548e-05+5.6499576702198104e-05j),-0.32002046324867195,(-9.02616185448064e-11+1.0258590978055938e-11j),-0.36995869074451837
21,(-1.6401881529420357e-05+3.0002021502991657e-05j),0.06993746982991095,(6.471731410697167e-06-3.355955076730992e-05j),-0.03993861035469302,(7.806405881252524e-11+3.644694518288945e-11j),-0.31188738464412274
22,(2.6098769914768888e-05-1.743614537690896e-05j),-0.06993746983015492,(-4.114631643677841e-06-2.8608581480199445e-05j),0.3162873572407049,(7.685993115447818e-11-3.647622072192515e-11j),0.31188738474915767
23,(-4.7631123160742555e-06-3.091583404432983e-05j),0.31375394935343215,(-4.0193353901733e-06-2.6346210768236053e-05j),0.32375356917383924,(-8.721659289680607e-11-9.281561087936447e-12j),0.36995869071463744
24,(-3.3523459207841448e-06-2.4584559077292295e-05j),0.306287737413443,(-1.4565335772522212e-05-1.991504364943453e-05j),0.03993861035381013,(7.592008685451192e-11-2.722101113248633e-11j),-0.059937690544454
25,(6.474296200487938e-06-1.696556139335341e-05j),0.049938230179735046,(6.719521959840084e-06+1.8691682340788724e-05j),-0.3718252463789465,(7.950394377043384e-11+3.5766326921443306e-11j),-0.30815427804563045
26,(-4.049452426278593e-06-1.4706271355858293e-05j),-0.3118873963757831,(1.0450903379020429e-05-1.589163405033235e-05j),0.05993785000493212,(7.828017478544385e-11-3.580475314162656e-11j),0.30815427815621144
27,(-1.4484096917329556e-05-9.299933983806399e-06j),-0.33002008304350094,(-7.253369287780916e-06-1.8574633758858264e-05j),-0.36809214041172555,(7.146640322916959e-11+2.522792543229692e-11j),0.05993769083453638
28,(6.235432690152374e-06-1.3414434551466597e-05j),0.318153910230802,(-1.3249889520053222e-05-1.2336141502187038e-05j),-0.3000212235704148,(1.616358137315615e-11+4.3800239738035696e-11j),-0.0016099914162559052
29,(-3.5213360183802056e-06-1.441805210906952e-05j),-0.30815429040521536,(6.571972343341105e-07-1.7226659818040585e-05j),0.049938230179830866,(8.3869306231796e-12-3.5702884441026014e-11j),-0.3218869939152995
30,(1.2975458839450674e-05+2.6993561899257706e-07j),0.37182524637900843,(-1.3090296377307682e-05+8.560735903131677e-06j),-0.05993785000474912,(8.499293170209616e-12+3.5385953220350055e-11j),0.3218869943388141
31,(-1.4201717664034996e-05-2.9597246969421913e-07j),0.36809214041161636,(-1.2945142379071665e-05-7.942351224170496e-06j),-0.32188701620086957,(8.381987419859359e-12-3.638686198009625e-11j),-0.31815399018657237
32,(4.296469761244601e-06-7.739562622616417e-06j),0.3218870162008143,(-1.2608153623350056e-05-6.762551484027767e-06j),-0.31815391023028106,(8.497378362725697e-12+3.605265077697524e-11j),0.31815398899106184
33,(-8.1857075878105e-06+2.15635732480992e-06j),-0.049938230179589954,(9.96838357794112e-06+9.014884117619637e-06j),0.31188739637779583,(-6.534819526809093e-12-2.9980540271226524e-11j),0.37809176160880553
34,(-7.015985400754146e-06+3.64422079465529e-06j),-0.3818248662038231,(-3.7079133286676133e-06-1.0173582548854623e-05j),-0.049938230179763156,(-6.1544904282103536e-12+2.9958099549779804e-11j),-0.37809176165479913
35,(7.293543523150228e-06-3.969425587236362e-06j),-0.37809176023671276,(1.8698618459821013e-06+1.0156053751575525e-05j),-0.36182562655377803,(-1.4376684238644104e-12-2.921621877341057e-11j),-0.0013242810098722572
36,(-2.8804760216397347e-06+5.603679679017064e-06j),-0.36182562655378697,(6.203521891669115e-06+7.954638461064366e-06j),0.3081542904026697,(2.1927936129185765e-11-1.7703835073431545e-11j),-0.36182562722639405
37,(2.2809045962571086e-06-5.576292795127843e-06j),0.039938610371416286,(-2.150376598392861e-06-1.0219034734800248e-05j),-0.3580925205867775,(2.1965778375149264e-11+1.7201460351499976e-11j),0.361825627238591
38,(2.8098470718078767e-06-5.678656348048925e-06j),-0.35809252058666624,(7.1935591494299e-06-3.162905443257394e-08j),0.34995945569737047,(2.0591125899084395e-13+2.684562952571776e-11j),0.38182492746472013
39,(-1.9122732744764708e-07-4.963048212905507e-06j),-0.37182524637917524,(-7.221883387154053e-06-1.044093259709256e-07j),0.3780917602381624,(-2.4444654700932376e-13-2.680751957265576e-11j),-0.3818249290578872
40,(4.4522019134657026e-08-4.681096242278721e-06j),-0.039938610327231325,(6.56809495738659e-06+1.0948618219322417e-07j),0.38182486620608663,(1.2993769746555037e-11-2.5307686774724046e-11j),-0.3200205189861969
41,(2.0172059772687437e-07+4.928370048709193e-06j),-0.3680921404115976,(1.2087538163215453e-06+5.460528179279115e-06j),-0.3100208433756895,(1.3153184317975778e-11+2.4567056967396553e-11j),0.3200205180955462
42,(3.769259680067212e-06-1.1162366540956652e-06j),0.059937850004661064,(1.9022261667396076e-06+4.557446390924312e-06j),0.28008185130315605,(-2.1457672689743222e-11+1.7106930358417306e-11j),-0.3580925241936193
43,(-2.7320097629684593e-06-2.692012771732926e-06j),-0.32002046323028444,(-2.0092934358938372e-07+4.214857112683249e-06j),0.27008223303577755,(-2.1499732808611423e-11-1.6586635911758587e-11j),0.3580925243165499
44,(-1.1270426077833274e-06+3.2449693439420664e-06j),-0.05993785000456548,(1.767569577654586e-06-1.8613129731048676e-06j),0.3899579331938646,(-6.05439262473892e-12+2.095253658753674e-11j),-0.0026565479884072397
45,(-1.1290850930525929e-06-2.8098206884036098e-06j),0.2700822330502255,(2.071146837750841e-07+2.4069740698392875e-06j),-0.3300200829926071,(-1.195316877235865e-11+1.863877914236163e-11j),-0.0014920587360076156
46,(-1.448547005308306e-07+2.454432115572426e-06j),0.34995944941516627,(2.0539435376453694e-06+3.089584873903359e-07j),0.30188777658209265,(1.0052717971362452e-12-1.9789976112293063e-11j),-0.04807312274294735
47,(1.9378845924367926e-06-1.0201892669120175e-06j),0.33188663601275975,(1.2711746812941048e-06-1.6436977635715989e-06j),-0.38182486620430167,(9.259286046102876e-13+1.8309548241773232e-11j),0.04807312109776321
48,(-1.8920013479157995e-06+9.568854130336044e-07j),0.3281535300385746,(-1.290603831184543e-06+1.647422238973793e-06j),-0.3780917602370532,(4.942744060792729e-12-1.689525498755189e-11j),-0.3100209280048628
49,(-1.2446815036869753e-06-1.1661907307858388e-06j),0.24008337377748398,(-2.0260709830641173e-06-3.184364965242807e-07j),0.29815467060550266,(5.126400974464753e-12+1.6703905548245358e-11j),0.3100209269157197
50,(-1.0005407971033129e-06-2.0703878639671995e-07j),0.2900217367224278,(1.1511167068427456e-06-7.849424146816424e-07j),0.06993746981384559,(-4.849407463459596e-13+1.689499146024191e-11j),-0.051805423953377
51,(9.8704880557597e-07-5.255466703515741e-07j),0.28008185431832117,(6.366480015783494e-07+8.061973163868806e-07j),0.33188663606506646,(1.785098141112073e-12-1.752616748813912e-11j),-0.0016745122677278598
52,(-3.7049977420568524e-07+6.765851950626383e-07j),0.07180402281503889,(-2.9891298574754284e-07-9.01640436862257e-07j),0.3662255874608521,(2.979116377085625e-12+1.4914577814753422e-11j),-0.0009308702073473899
53,(3.676719751278191e-07-6.737745766753459e-07j),0.06807091684861842,(-9.023255267315425e-07-1.654768053967662e-07j),-0.06993746981033974,(-4.4756344794584723e-13-1.5718879373725665e-11j),0.05180542341126057
54,(-5.242816676759705e-08-6.981221701793504e-07j),-0.0199992419845542,(7.742040412782807e-07-4.156612502972876e-07j),0.34002051237211844,(1.2234952298893404e-11-5.271286559246547e-12j),-0.0023708608149028364
55,(5.876717404984887e-07-3.877044325158202e-07j),-0.07180402281531094,(-1.395270104295273e-07+7.699547899442147e-07j),-0.038072057374364865,(-4.464419162802572e-12-1.0819246639420795e-11j),-0.038071864124584125
56,(-5.869030978111545e-07+3.9709434485884355e-07j),-0.0680709168492237,(-2.718428344425001e-07-6.811888205273532e-07j),0.37369179938292046,(-4.037560806107189e-12+9.814346271815255e-12j),0.03807186500176377
57,(5.623965746799333e-07-1.836898435546882e-07j),0.2500829933911046,(1.5152637915122095e-07-7.420944369244673e-07j),-0.04180516334113723,(9.741336723079578e-12+5.8010731697384425e-12j),0.3300200036974783
58,(-3.0066523572415015e-07+4.264550838750987e-07j),-0.30002122353918187,(3.7792413438276085e-07-5.304369425148418e-07j),-0.3499594558317273,(9.733053308312084e-12-5.6861309611068225e-12j),-0.3300200021490976
59,(2.4888965718346223e-07+4.351661890378617e-07j),0.0199992378145205,(-6.448816971803923e-07+1.0501584491269654e-07j),0.26008261321167964,(-8.432676150169649e-12+7.661101122029973e-12j),-0.0021440573733991115
60,(-1.4314205985853968e-07-4.301921705483572e-07j),0.3562259675943507,(2.710690795315156e-08-6.048298606177528e-07j),0.3562259676064345,(5.699166650751283e-12+6.769784160198102e-12j),-0.00468641431665482
61,(-4.3560748226121707e-07-1.6675389669740265e-07j),0.2600826132158573,(-5.288009994758688e-07-3.003310831840232e-07j),0.3281535301662122,(2.946250604586876e-12+9.422668977509837e-12j),-0.041806589513863596
62,(-1.4236196860383505e-07+3.85462618316494e-07j),0.04807167720250762,(4.646242395231035e-07-3.602495283345173e-07j),0.01999924133795779,(2.686131574775998e-12-8.622550169153191e-12j),0.04180658708008983
63,(3.835626122152101e-07+1.0263823822695722e-08j),-0.3218870162032354,(-5.484677988272896e-07-1.4125544633376482e-07j),-0.019999241749858343,(4.937898761709478e-12+5.220312465355655e-12j),-0.0013497248102387876
64,(1.4908575823776748e-07-3.789938792690902e-07j),0.05180478316968711,(3.1701540285355114e-07+4.5895419714578104e-07j),0.03807205737332023,(-3.722674844184685e-12+6.151908956119815e-12j),-0.00030905083640155956
65,(-1.381945991733612e-07-3.534105232262252e-07j),0.36369217956868316,(2.966750841993777e-07+4.761383306820271e-07j),0.25008299337468753,(6.658482996433245e-12+1.8067717475988346e-12j),-0.001973133392610485
66,(-1.7923236204454286e-07+2.848836087302191e-07j),0.3762252072670371,(-3.3885737150813204e-07-4.385356029331608e-07j),0.04180516334177156,(2.4904631339918136e-12-7.098822488500035e-12j),-0.0018105534976190988
67,(3.304714884667043e-07-3.405936463079383e-08j),-0.3181539102333038,(4.84999027129293e-07-2.5075071395662345e-08j),-0.38995793262559164,(-7.380153663338731e-12+1.8355209377416474e-12j),-0.0015145375532480874
68,(3.050912119376119e-07+9.458992306473878e-08j),0.29815467049131406,(-1.4470561296021415e-08-4.619627036611781e-07j),0.3636921796365637,(-4.0927323008301026e-12+3.5348279964380442e-12j),-0.0042530900194155995
69,(8.631029167160367e-08+2.6060971702815615e-07j),0.3899579202246769,(-2.3577022988524865e-07+3.593395671590794e-07j),0.05807129702820977,(3.938965923870033e-12+3.757153884769234e-12j),-0.004892521007237058
