,amplitude,frequency
0,(-4.826148254253784-6.292002523852943j),0.31126519366953687
1,(0.21396660681219518-0.1714239164401517j),0.35696028244867056
2,(-0.060368794942938134+0.17916908681475233j),0.3317745238821633
3,(-0.1778598708398017+0.006050516055343479j),0.37746961266116735
4,(-0.06113368137953112-0.10247764564169974j),0.0
5,(-0.05449495628817907-0.058911266566571065j),0.3215198587799807
6,(0.04012138890398513+0.05160368822475426j),0.3131316530551066
7,(0.018024642905924496+0.06027152281624304j),0.3672149475548001
8,(-0.03938962065022385-0.05205497026559795j),0.3093987345148468
9,(-0.0031117365262614276+0.03556233975435204j),-0.37746961266120527
10,(-0.0341118128593299+0.0016471704681956965j),0.2907558634608522
11,(0.02236369392171342+0.017871992735252255j),-0.3569602824492022
12,(0.018951734750703175+0.020701001555044167j),-0.31126519366866506
13,(0.024740068921784136+0.007183434178294883j),0.3010105285623198
14,(-0.020830995401875024-0.00773853243149478j),-0.367214947554616
15,(0.001513038995412141+0.021422445484287386j),-0.010254665106398065
16,(0.015867051569634416+0.007713594500803915j),0.01025466510621583
17,(-0.015255241686095575-0.00697678877883144j),0.06620441899145861
18,(-0.005347736413267084+0.01571164891100893j),0.2758247699973495
19,(-0.008201430862754886-0.01354425526857524j),-0.06620441899148043
20,(-0.013269576568144944+0.002203488810437315j),0.3467056173388937
21,(-0.004198242902871342-0.008957414904054611j),-0.33177452388267864
22,(0.009102097086370348+0.004443890100946933j),0.04569508877876319
23,(-0.0021051369386263057+0.007655305709774816j),0.2450607746775274
24,(-0.00020290142301718512-0.0055284208515646825j),0.3364509521696106
25,(-0.003952032955980249+0.003070204268141225j),0.3550938239134403
26,(0.0012656216611759495+0.005102345745653594j),-0.04569508877841125
27,(0.003420734694425241-0.002828192238871166j),0.3588267412994005
28,(0.0027129621486952035+0.0024481636639861895j),0.0354404236733785
29,(0.0006171528807732674-0.003102187463827366j),-0.020509330214009445
30,(0.0031049908574246553-2.4972882516383753e-05j),0.37560315281438106
31,(-0.0033814370289080246-5.972921097747953e-05j),0.28607943506988964
32,(-0.0024413576098451075-0.001371656850224425j),0.3159416176629504
33,(-0.002772348484457229+0.0008799506218376446j),-0.0354404236724396
34,(-0.0027661139808062493+0.00016850681247741655j),0.37933607176104067
35,(0.0022006452655620678+0.0013350448513829755j),0.2655701048882602
36,(0.0013608588756317103+0.0016160445910709097j),0.0205093302131343
37,(-0.0002541777400617686+0.0020542527265018213j),0.05594975388519422
38,(-0.0009094782966173356-0.001536645353464893j),0.342029189068758
39,(-0.0018039673192111795-0.0008027437809200223j),0.25531543978369203
40,(0.0005318021247236222-0.0016393615100034776j),0.3336409824918861
41,(-0.0002811703091014151-0.0016466012648786068j),-0.32151985876929823
42,(-0.0005453865231374421+0.0015617788329581267j),0.3299080667299026
43,(-0.0014027449905523522+0.00048529328206051294j),0.3522838547926325
44,(0.0014880119797208377+0.00017176442303482107j),-0.055949753886443
45,(-0.0005017302773303857+0.0013264105070742742j),0.3261962841149806
46,(-0.00029659426282947635-0.0010675816351206004j),0.36534848877517623
47,(-0.00010887862735542893-0.001235011069445588j),0.3924007060956433
48,(0.00029722099299006247+0.0010642426859692328j),-0.3467056173476844
49,(0.00017517145787758742-0.0010723868497201782j),-0.2907558634507358
50,(-0.0006628196420619863-0.0008314773956723991j),0.31684341716163844
51,(-0.0005365571928642118-0.0007898033129003829j),0.39797894302080133
52,(0.000307288572265873+0.0009688171452434749j),0.36908140644454546
53,(-0.00038382749158459697+0.0007517409987160277j),2.3054677986802113e-11
54,(-0.0002586362056593774+0.0008142346742009181j),0.3877242778003975
55,(0.000912045268574433-8.958820086702951e-05j),-0.24506077467353266
56,(0.0007880279798521445-0.00016857214931235452j),0.29633409888520595
57,(0.0005538727239425003+0.00047576997800770603j),0.3233863149875037
58,(-0.00019362239506283903-0.0007597168119322089j),0.40265537123315814
59,(0.0001444567450026032+0.0007423647309835456j),0.3065887725332739
60,(-0.00035056576703498913-0.0005721669544795344j),0.3196534026404155
61,(0.00019154980311074008-0.0005823986790020253j),0.2776912288158076
62,(4.6028645643236086e-05-0.0006027254587319847j),-0.37560315270390426
63,(0.0006732476138828573+9.975516283741033e-06j),-0.2758247699971158
64,(-0.0004637590682495658+0.0003959084414129417j),-0.3877242777484265
65,(-0.0003925657118218128+0.0004928905377638435j),-0.26557010489116434
66,(0.0003369105335345808+0.000421733297471615j),0.3056869733811358
67,(-0.00017366789575528008+0.0004935896352538011j),0.2739583114077287
68,(-5.627701891809919e-05+0.000569276095961733j),-0.37933607174807527
69,(-0.00038947637735768924-0.0003030612022293261j),-0.35509382387254024
70,(0.0003185289786829537-0.0003842414482585263j),0.41291003633244455
71,(0.00037902013650472824+0.000310684832073583j),-0.35882674126666475
72,(0.00046513871754200734+4.3382714028962075e-05j),-0.28607943510348427
73,(0.0003765719585051434+0.00017258333503113884j),0.06433795954769334
74,(0.00020652617154259792+0.00033460230321872815j),-0.06433795952859825
75,(-0.0003777518394101343-0.00017234194808523766j),0.06807087805964805
76,(0.00011460766427848421+0.0003833559662937427j),-0.025185758538469744
77,(0.00035212760109490783+0.00012800654299384258j),-0.36534848928105607
78,(-0.00019903918755023267-0.0003350404846744285j),-0.06807087808512839
79,(-0.00024209958467722633+0.0002790053975433765j),0.32709810076313367
80,(-0.00034960644728726276-0.00013263080668865797j),-0.36908140652293797
81,(-0.00011889316593211626-0.0003011126223498679j),-0.31313165332537557
82,(-2.8887377157677017e-05-0.0003484780866100911j),0.4231647014410813
83,(-0.00021392763150084192-0.00026699532145419764j),0.31499532395076585
