,amplitude,frequency
84,(-6.960343389723816e-05+0.0002986764405621578j),0.025185758566032262
85,(6.865706033560974e-05-0.0002661697365969137j),0.2469272349280101
86,(0.00026763777093356594-3.90686953359032e-05j),0.34483915993702957
87,(0.000195715865679177+0.00018486939497926758j),-0.3979789430866583
88,(-0.00023388941811811444-0.00011185705096055469j),0.04382862968502337
89,(0.00026139486673500064-1.2886253772498666e-05j),0.29262229961068814
90,(-0.00010282994061395469-0.00025609923058907613j),-0.2553154397854969
91,(0.00027552984847054236-1.29905633342028e-05j),0.38214604023648996
92,(-6.996844555962387e-05+0.00023976644488908177j),0.24319431558194135
93,(0.00022917191654932582+0.00011407591633415947j),0.047561547729636285
94,(-0.00013701645025668787+0.00019434046212417466j),0.2702465280994624
95,(-0.0002543010161337254+1.2186665511153012e-05j),0.2888894018112383
96,(0.00012691271826776644-0.00022478813653333335j),0.36163670533015635
97,(0.00018056521660182316-0.00013179912637088513j),0.28050120042850946
98,(-3.367226569257883e-05+0.0002450990120048119j),-0.39240070613912503
99,(-3.8589853498302266e-05-0.00022860103676760363j),0.08671374915707601
