,amplitude,frequency
0,(-2.5178079801866247-3.0748720750949645j),0.31031972329535945
1,(0.045557823925922-0.04144898581794528j),0.35930420860817514
2,(-0.04134653280624669-0.0012052605085010003j),0.37936055340933117
3,(-0.01918214659604415-0.023673107119571376j),0.3084531920318108
4,(-0.015627680637650715-0.025096334900041255j),0.0
5,(0.019429363112199727+0.02348096489435314j),0.31218625455788535
6,(-0.008639356861179648+0.01796895729734918j),0.33037606809651066
7,(0.0056847994028975226+0.013751059283892707j),0.3693323810087083
8,(-2.8195426375511937e-05+0.008652838698827934j),-0.3793605534092825
9,(-0.004541782715771385-0.00639511524262227j),0.3203478956953135
10,(0.004673033718019101+0.0051316845912360975j),-0.35930420860816
11,(0.000995658291344829+0.005240419810072775j),-0.01002817240057839
12,(-0.004974941241221059-0.0020558597489446825j),-0.3693323810087016
13,(0.003742683479932745+0.002355735522101938j),0.010028172400552144
14,(0.0023242516310848027+0.002647598429765647j),-0.31031972329199703
15,(0.002517404488735367-0.000510111976972712j),0.3002915508951114
16,(-0.0018367426595592303-0.0011175083609404944j),0.06904083011388784
17,(-0.0011886177772907872-0.001592093357997933j),-0.06904083011391876
18,(0.0010578718796845413+0.0005698633356457332j),0.04898448531271104
19,(-0.0010358963027175118+0.00024514665339762985j),0.29026337848741074
20,(-0.00044799611798291216-0.0010515547333944447j),-0.3303760680964683
21,(-0.0007537816199656168+0.0006672663578231838j),0.35743767734325466
22,(0.0006577285289885394-0.000615384961718426j),0.36117073987883686
23,(-0.00035724052617550073+0.0007668939292984527j),0.2713634103834238
24,(-0.0006598864747875824+0.0001930891995410513j),0.3492760362062305
25,(-0.0006024331714289265-2.6857408071382196e-06j),0.381227084673247
26,(0.000667534864480954+3.536196708652903e-05j),0.377494022153611
27,(0.00020125246772979252+0.0005338904912001843j),-0.04898448531260081
28,(0.00033985406951425086+0.00023154266581467306j),0.038956312912079585
29,(-6.850867449402712e-05+0.00043995150648008606j),0.2412788931810575
30,(-0.0003147899149683075+6.208191122936962e-05j),-0.038956312912586326
31,(-0.0002754132169772395-7.652708889790562e-05j),0.28139158278144805
32,(0.00023509776806196077+0.00012976945750596251j),-3.859097832690992e-13
33,(-5.0320603291058094e-05-0.00023755675854874531j),-0.32034789569721733
34,(-9.065096370032305e-05-0.00022200762552702759j),0.3674658497442685
35,(2.9841728743262262e-05+0.0002517384091121818j),0.059012657713331695
36,(8.435481440372557e-05+0.00020232111807511177j),0.3711989122736407
37,(0.0002107244550532716+4.447559351286433e-05j),-0.05901265771329696
38,(5.958904288396761e-06-0.00018554503773872172j),-0.020056344798825742
39,(6.695559241928734e-05-0.0001426804655729877j),0.33224259936484524
40,(-6.725279748702886e-05+0.0001367174223340914j),0.32850953624986406
41,(-0.00012337075880187786-7.9578143271224e-05j),0.2513070655820553
42,(-1.788110317406843e-06+0.00012935426765087155j),-0.3812270846734123
43,(-8.355909112496015e-05-0.00010004336091146058j),0.31405278580854934
44,(7.477407757166431e-05+0.00010734786804185113j),0.02005634480415406
45,(5.530744271592489e-05+0.00011097311108671731j),0.26133523798264247
46,(-9.36704632477106e-07-0.00013603052046055392j),-0.37749402214922473
47,(-3.3911494473910366e-05-0.00010535175801118602j),0.3184813643217828
48,(-7.312588209975553e-05-7.883786393426329e-05j),-0.3574376773433639
49,(7.128145960152104e-05+7.971198328712355e-05j),-0.36117073987715004
50,(-6.457808467805331e-05-8.065137113002195e-05j),0.3065866607549456
51,(-7.669804613376385e-05-3.187477915097135e-05j),-0.3711989122730236
52,(7.649634144144624e-05+3.134940657107667e-05j),-0.3674658497438466
53,(3.7107110185682817e-07-7.91724396097771e-05j),-0.3121862545577234
54,(-4.0761010799845784e-05+5.294593996944321e-05j),0.3893887258272706
55,(-1.6629583424919354e-05-6.333634963199725e-05j),0.3392478640170215
56,(6.83248862893604e-06+6.375976922143397e-05j),-0.3492760362185641
57,(3.483380116714514e-05-3.905502400117313e-05j),-0.3084531920286636
58,(5.499792906655101e-05+1.6297762045128953e-06j),-0.24127889318142548
59,(-4.235999818373529e-05-2.5772359699854503e-05j),0.07090736137891852
60,(4.2174211585828786e-05+2.5654947162000258e-05j),0.06717429885091032
61,(-2.7010093272641117e-05-3.6690142882456087e-05j),-0.07090736137886387
62,(2.769559618023907e-05+3.6576314606176285e-05j),-0.06717429885470662
63,(-2.650302542373473e-05+3.2610893155631846e-05j),-0.3893887258089236
64,(4.016452241119922e-05-3.3641953926511576e-06j),-0.2713634103833816
65,(3.706490549494229e-05+1.294187368435707e-05j),0.32221442695683605
66,(1.2431093838120996e-05-3.2780823565105e-05j),-0.2902633784729628
67,(-1.7684551779177916e-05+2.526992551882248e-05j),-0.26133523798243097
68,(-2.3554029679385616e-05+1.858768859048867e-05j),-0.30029155089409926
69,(-2.3071343484777642e-05-2.145162307730224e-05j),0.34040424001286
70,(-2.473222997901204e-05-1.30072201566253e-05j),0.04711795405027291
