,amplitude,frequency
71,(2.781755745807428e-05-5.294582353805642e-06j),-0.2813915827841362
72,(-8.849613561512337e-06-2.8622820083478554e-05j),0.39826052129631734
73,(1.1653517407636508e-05-2.561299776542077e-05j),0.27322994164583675
74,(2.4233689361688216e-05+1.3351064500713999e-05j),0.05085101658328426
75,(-1.0475422901282997e-05+2.1977171083415856e-05j),0.2694968786182925
76,(-9.642639875061122e-06-1.9936710728779425e-05j),0.40828869392091444
77,(2.1952935690220854e-05-1.814177790841638e-06j),0.2984250196391824
78,(-9.08124402292257e-06-1.7242295815361896e-05j),-0.2513070655819637
79,(1.918275509693437e-05+4.948765353071739e-07j),0.2914197436290669
80,(-1.29758076093746e-05+7.392012975082432e-06j),0.30215808114627635
81,(1.9994616045393513e-06-1.416167698610066e-05j),0.24314542460865346
82,(-5.430605619336883e-06-1.2852687370267531e-05j),0.3994168962965574
83,(-4.269054528399586e-06-1.239066054593712e-05j),-0.04711795404992059
84,(-2.1932401516522044e-06+1.2891034864426781e-05j),0.23941236191391171
85,(1.1699089198284929e-05-3.0926406747920323e-06j),0.34740950494619977
86,(5.004890514804309e-06+1.2316668835536053e-05j),-0.05085101658790337
87,(5.452372149904844e-06-8.80023551756675e-06j),0.4183168663208366
88,(-8.166643027653935e-06-5.762701983469501e-06j),0.03708978164780886
89,(-9.847803229840126e-07-9.535595320474345e-06j),0.4283450387219388
90,(3.777970284390161e-06+8.53369410860486e-06j),-0.33224259936536665
91,(5.123952330736773e-07+8.947876515682671e-06j),-0.028928140380560782
92,(-9.163433143199227e-06+3.098145741929969e-06j),0.35114258516145685
93,(-3.195185103117269e-06-7.850108287334011e-06j),-0.3285095368795838
94,(9.059803763104746e-06+2.526218460392137e-06j),0.2832581140461191
95,(-8.041130554026467e-06-2.2329754693659274e-06j),0.27952505281692236
96,(7.6241335026968855e-06+4.9991438269353875e-06j),0.040822844050435875
97,(7.935795967640106e-06-1.8864390937348012e-06j),0.29212990981123305
98,(6.151985421628474e-06-5.296915944945776e-06j),0.3555711460748485
99,(7.742231007307782e-06-1.596745918433423e-06j),-0.03708978164814672
