,Ax,Qx,Ay,Qy,Azeta,Qzeta
0,(-2.1454783648641453-2.0830535771030054j),0.31017724865865615,(-2.2531048571609644-2.0336338473233817j),0.3202022580716202,(-7.49626802843169e-06+0.002845831033026776j),-0.0018665414814155452
1,(0.029999925279351428-0.018052383103563642j),0.3595954838567917,(0.057910234173652-0.03756310663906042j),0.3696204932697829,(3.6708120446614686e-05-5.519109460966833e-05j),0.0
2,(-0.022424832009520133-0.005909652214656471j),0.37964550268275454,(0.044373838950939756-0.008183737627550772j),0.35959548385680357,(-3.674011584780416e-05+2.0607264528845166e-05j),-1.1059043409249985e-11
3,(0.016359444641092784+0.015735388787829797j),0.31204379013837386,(-0.017129368062671218-0.01553946704291515j),0.3183357165904995,(-1.8188020523024713e-08-2.410491437378679e-08j),-0.010025008157659764
4,(-0.01620917113748436-0.015885534024210776j),0.3083107071757408,(0.0172131779515023+0.015457715917605698j),0.32206879955305356,(2.101254673976969e-08-1.0218861348123096e-08j),-0.04941823401871794
5,(-0.008547835583638065-0.014485887163796346j),0.0,(0.012152910921614375-0.0016298318938668022j),-0.36962049326977525,(1.9479834261578025e-08+9.47778119772182e-09j),0.04941823401997582
6,(0.001608670431382671+0.008261633820249298j),0.3696204932697172,(0.0003944983656110962-0.012260770501495964j),0.010025009412999577,(-1.2683085637027239e-08+1.638886450374757e-08j),0.010025008072759476
7,(-0.00303101457285319+0.007824779625583032j),0.3302272674856739,(-0.0005799461040321279-0.010172796459974497j),0.0,(-1.600941083449196e-08+6.31880225944101e-09j),0.3796455026575811
8,(0.0010970050040803295+0.004753599774571136j),-0.3796455026826873,(-0.005225388586646844-0.00583404992555109j),-0.010025009412942064,(-1.6056684468988674e-08-6.072190973321358e-09j),-0.37964550265688063
9,(0.003175962148273934+0.0024052049908035032j),-0.3595954838567893,(-0.006586999758281808+0.0033373947486761693j),0.300152239247815,(-8.16393920272358e-09-1.545177843696087e-08j),-0.3595954838641469
10,(-0.002155877773970092-0.0024757977084495703j),0.32020225807077496,(0.006581390849894934-4.914411690267253e-05j),-0.3595954838567997,(-7.843961678727244e-09+1.5414434713921456e-08j),0.35959548386341883
11,(-0.0030057406248716915-0.000558400147453108j),-0.3696204932697187,(0.0011315610886484353+0.004217480168629051j),0.31017724866043045,(9.681771755255255e-09-1.0981833670692073e-08j),-0.03939322568226866
12,(0.0006339289796608146+0.002974633592219161j),-0.010025009412970477,(0.0010131350847480082+0.0041871703803737555j),0.3796455026826162,(8.817936253525355e-09+9.981609264800475e-09j),0.03939322568268805
13,(0.0021092722625789123+0.001388739799507852j),0.010025009412979211,(-0.0032152812986992125-0.00021054540696258426j),0.3302272674769044,(-7.192935823343338e-10+4.8112100919823675e-09j),-0.0694682552199507
14,(0.0008481554849965596+0.0012189964295052382j),-0.31017724865272595,(-0.0005097815248069776+0.0017344497211223035j),-0.3202022580750813,(-1.7873747405482518e-11+4.65461822186945e-09j),-0.005599583925300338
15,(0.000986709580651655-0.00041215608190472004j),0.30015223924321743,(-0.0007618254786671776-0.001029964958513036j),-0.37964550268264763,(-7.023635278731365e-10-4.548484976947891e-09j),0.06946825521354254
16,(-0.0005766712757672445-0.0007146636489915419j),0.06946825402399191,(-0.0009413233721697751+0.0005906725992848704j),0.3677539517903881,(-6.417219493711289e-10-4.505047193781672e-09j),0.0018665437747703907
17,(-0.000704342941180925-0.000468557866285076j),-0.06946825402405643,(0.000825205202967884-0.0005534148224162566j),0.37148703475339045,(-1.6392815684471815e-09-1.6467259638127295e-09j),-0.059443244642326386
18,(0.00035498844513438046+0.0003761270390569472j),0.04941823519802592,(-0.0009469395195866034+0.00029952144752857525j),-0.03939322578495949,(7.2185286087944235e-12+2.3315069286699255e-09j),0.005599664584636284
19,(0.00042950732690027544-0.00026639988859985104j),0.36146202533837196,(0.0007054308212381972-9.072715216241507e-05j),0.03939322578481673,(-1.5321813752255114e-09+1.5538492987914485e-09j),0.0594432446492883
20,(-0.00048732204521217856+0.0002845794198241933j),0.35772894237603015,(-0.0007353794017296381+0.00012152924380265856j),0.3577289423776208,(9.527690666425775e-10+1.1771043318342785e-10j),-0.3202022591889743
21,(-0.0001456461321302739-0.0004690024127448866j),-0.3302272674847117,(0.0006228742058749392-0.00012781528224294886j),0.3614620253403523,(9.443959688296943e-10-1.3164204284963908e-10j),0.32020225919305356
22,(0.0003562164404120414+0.00010277961160315634j),0.3777789612036879,(0.00010407208069999271+0.0006387031583487986j),0.3495704744923145,(-1.1890410070935916e-10+8.361356086144308e-10j),-0.36962049277001874
23,(-0.00032545171716164716-7.741836194568169e-05j),0.3815120441663837,(0.00028320129086170203+0.0004502099601910831j),0.05944324461102678,(-3.361822323791351e-12+8.994048081202163e-10j),-0.0037329698292713105
24,(-9.002783844982541e-06+0.0002710594815907465j),0.2707840228773166,(-0.00010695030051379337-0.0004894135221720911j),-0.300152239246,(-1.2182048043343162e-10-8.058564270672974e-10j),0.36962049276653486
25,(-0.0002409780986277801+9.66134413126262e-05j),0.29012723024094794,(0.00043191318439490876+0.00024251741787292169j),0.04941823519813462,(-5.228842738141392e-10+2.535278152616887e-10j),-0.04755173225766266
26,(0.00015544432754643046+0.00018721247881622717j),-0.049418235197894025,(0.0003662013403800212+0.00023677768949892993j),-0.05944324461100341,(4.4206861029300026e-10-2.1474664479762698e-10j),-0.05128479325499102
27,(-0.00014946814120681055+0.00017539159442998465j),1.8937571430783604e-12,(-5.436815649662058e-06-0.000455720907429364j),0.28080903224605336,(-4.833100217746999e-10-2.344357589563184e-10j),0.04755173222990769
28,(-0.0002192007059263044+2.2768654052811988e-05j),0.34957047433252486,(0.00016845125636715663-0.00033422290030838255j),0.27078402287355474,(4.109519049621911e-10+1.9973041664001184e-10j),0.05128479324697099
29,(0.00011197592468336059+0.00013754148187290546j),0.03939322578649289,(-0.0002076156362240773+0.00022719066609418371j),-0.04941823519809324,(4.1385452726525356e-10-1.4889643274521963e-10j),-0.3101772510225774
30,(4.145942505261816e-05+0.0001340781527606991j),0.24070899463803488,(7.405463357985436e-05-0.00022024231166824915j),0.34025227960341,(4.1215856826497377e-10+1.429002022697242e-10j),0.3101772509884704
31,(-0.00012206004688559573+6.462260890621026e-05j),-0.03939322578310846,(0.00019413867610719196+9.751247761319376e-05j),0.3896705121035938,(-2.378860779217346e-10+2.71662794150937e-10j),-0.037526762706932115
32,(-2.531145359042737e-05-0.0001316348271769566j),0.3677539517906103,(0.00018482594242214513-2.216353997141557e-05j),-0.37148703475152234,(-2.4773910131891693e-10-2.2749738779948256e-10j),-0.020050067891238643
