,Ax,Qx,Ay,Qy,Azeta,Qzeta
54,(0.00012980490070748938+3.318641558796842e-05j),-0.3670689888448208,(5.574848398109643e-05+0.00018599243295282298j),0.06853985156249255,(-5.491843761047757e-11-4.741825746225047e-10j),-0.002098896714351494
55,(-8.91853183952247e-05-9.851371227171444e-05j),0.3067536797021141,(0.0001516697406784387+1.651330703639368e-05j),0.3325353865155469,(-1.3957215099533966e-10+4.4491707523402826e-10j),-0.07040636368406064
56,(-0.0001300402976101651-3.403430838968691e-05j),-0.3708020097459791,(5.606445145936046e-05+0.00014200254235876666j),0.30862013556247037,(3.952483424322777e-10-2.1856514529225375e-10j),0.018088328315312003
57,(-4.604441294343756e-06-0.00011533704216245145j),-0.31235322585892805,(-0.0001175553835019637-0.00011287353801716957j),0.31684473479679354,(2.4693120560299325e-10+3.7711126953457434e-10j),-0.3086202054631205
58,(4.1936792378336264e-05-0.000100594841112094j),-0.290304562516558,(-0.00011064932878633712-0.00010340496503593902j),0.3243108335877661,(2.4158837670048496e-10-3.738675014236038e-10j),0.3086202054183441
59,(0.00010108885181898719+2.020989725814152e-05j),-0.2722200576110341,(-9.879191503217162e-06+0.00012989681487533917j),0.2841776425487744,(2.0898624340010946e-10+3.866695852973766e-10j),-0.31235323414444327
60,(7.315985608526528e-06-0.00010123371494699315j),0.39711090230081536,(-9.323631350190107e-06-0.0001416690374103569j),-0.32244430572589966,(-1.3438064320382498e-10-4.204043150741198e-10j),0.07040636352537925
61,(-7.770657178417237e-05-7.776245701801099e-05j),0.34075895519333216,(1.3304407082857517e-06+0.00012580051531703627j),-0.06853985116436971,(2.0389301768181873e-10-3.8301129879046487e-10j),0.3123532341589317
62,(7.314707896299861e-05+6.477954333037673e-05j),0.06667334697856725,(0.00010795853490925219-2.7082852321713823e-05j),-0.03640013709785775,(-3.7751727513959685e-11-3.753949783635541e-10j),-0.26212899097859604
63,(9.269026117779282e-05+5.4948763647950955e-05j),0.3224441841342914,(-0.00010493522760614309+2.352396288762043e-05j),-0.040133183272487105,(-3.565537062572048e-11+3.705467768269141e-10j),0.2621289910079126
64,(-5.60368179694704e-05+8.537269887318092e-05j),-0.3891176266104359,(1.6674817510390367e-06-0.0001096035184847818j),0.2804474281156433,(-4.797349573036647e-12-3.177704112737914e-10j),0.0037332994857962225
65,(-7.342259873070923e-05-6.507849150226017e-05j),0.07040636485468008,(-5.579067859424147e-05+8.425853004498631e-05j),0.27408657215453563,(1.9180383509685018e-10+2.383003443381482e-10j),-0.05658226668942177
66,(6.724958884347462e-05+6.153622844925852e-05j),-0.06667336841112907,(-1.813337419708748e-05-9.437132276206678e-05j),0.34688684909474166,(-1.1805194509606855e-10-2.394812168902055e-10j),-0.34875338196965516
67,(-6.597946889945488e-05-6.194299677480461e-05j),-0.07040636489002941,(5.041995749876493e-05-7.299217335178405e-05j),0.2703535117419579,(-1.1534035997283407e-10+2.3966661555259204e-10j),0.348753381937113
68,(-6.258130306179177e-05+5.109855388846413e-05j),-0.26212899371688864,(-6.639773131930791e-05+5.506376785104214e-05j),0.3288171431663118,(-2.489778983014216e-10+6.216498630693804e-11j),-0.27222005387935944
69,(7.716637936383494e-05-8.351654620282802e-06j),0.29239607974053045,(-7.647715650183469e-05+1.2067960524080722e-05j),0.036400137158841044,(-2.4803328259337997e-10-6.092378273231775e-11j),0.2722200539368375
70,(1.0832690249808468e-05-7.470176661580856e-05j),0.27408657854425594,(7.491430527872383e-05-1.660802327960415e-05j),0.04013326941259091,(1.7864104920527673e-10-2.2381839074363457e-10j),0.056582266529731175
71,(-6.476482639730873e-06-7.217795278410903e-05j),0.4072021614194015,(-9.287636770340744e-06+7.302278031915962e-05j),0.35061015906105664,(-1.5693575833903672e-10-1.8895606428334598e-10j),-0.060315309556830066
72,(7.214957028125458e-05+8.935233136195087e-06j),-0.2823111205585078,(6.956921884686318e-05+4.412410237319512e-05j),-0.3407598805307766,(-1.466475410161754e-10+1.7830647129488843e-10j),0.060315309793519734
73,(5.874618095393699e-05-3.216699901565995e-05j),-0.30862020481497937,(-2.578143184172401e-05-6.612616208718478e-05j),0.3971110582777347,(1.871589261559515e-10-1.2072803159072973e-10j),-0.31871125112354803
74,(-1.2308192878307113e-05+6.415375165056583e-05j),0.2703525661541491,(5.889580619045771e-05+3.368471868167251e-05j),0.32856289284725637,(1.8631193235118592e-10+1.1850993377183884e-10j),0.3187112511122882
75,(-4.484635122013479e-05-3.5891785961033865e-05j),0.04649120443512611,(3.757588822193714e-05+4.499164653573236e-05j),0.06031530197260808,(-1.580974033773547e-10+1.3864078210172913e-10j),-0.24194686991354214
76,(-4.036057305876694e-05+3.865025952568706e-05j),-0.3003956511166136,(-5.237716132970214e-05-2.508175043617569e-05j),0.04649119804524081,(-1.5586962319204556e-10-1.3460800157963866e-10j),0.24194686993042583
77,(-1.384861750852247e-05-5.361973205881948e-05j),0.3992071285835362,(2.843440633471677e-05+5.106449565625983e-05j),-0.3771600974494566,(3.3005361139128654e-12-2.1729748629320112e-10j),-0.008219940118347181
78,(4.3728542206208966e-05+3.631701136578326e-05j),0.05022426668001284,(-2.7919058098232115e-05-5.0311839505336504e-05j),-0.3808930827719871,(3.853356148581589e-11+1.85831598186524e-10j),-0.030280265571045104
79,(-9.707977096007723e-06-4.631926937896519e-05j),-0.25203793000826724,(-4.045009108672669e-05+3.8445310310201344e-05j),0.028175594869344095,(3.365779082335864e-11-1.6441110648606478e-10j),0.030280272734005707
80,(4.515690019126248e-05-3.0351937264337525e-06j),0.29852914037072936,(3.451985031237438e-05-4.2882475998523475e-05j),-0.2520379299329867,(1.1377932615051561e-10-1.2806033821880579e-10j),-0.322444299034691
81,(-3.334617023522538e-05-1.1120749749275415e-05j),0.35083236080613966,(-3.783579677601407e-05-4.550207362597603e-05j),0.05658224733648829,(1.1355198868029373e-10+1.2691486460934412e-10j),0.3224442989366774
82,(-4.436525047404932e-06-3.608784763422143e-05j),0.24381389765832162,(5.0949707125383296e-05+2.044049987295038e-05j),-0.26212899382721694,(1.0163897455206702e-10+1.0667413390476294e-10j),-0.3003956791441628
83,(2.5775222458502665e-06+3.30589261182139e-05j),0.24008035096609548,(4.907153679147134e-05+2.162821218805595e-05j),0.050224257626954934,(9.453387924290663e-11-1.0359782504259609e-10j),0.30039567994575705
84,(2.814062768080139e-05-2.176745515687203e-05j),0.4172932258142911,(3.60109062811418e-05+3.181153346633432e-05j),-0.06031530258945421,(2.5656745292773867e-11-1.2832168747477843e-10j),-0.011957460364604256
85,(3.2415705883739556e-05-3.4901661735177663e-06j),0.34688685378223916,(4.004925409813701e-05-2.2758451893972947e-05j),0.03027345539570839,(1.9515768529814496e-12+1.3669099609323802e-10j),0.008220005290437296
86,(7.167597033319964e-06-3.0088989748154762e-05j),0.42738428906523124,(-4.5244200508730126e-05-9.956597293109418e-06j),-0.31871127832906115,(9.61270819542778e-11-6.37267573873883e-11j),-0.389117602665919
87,(8.874244225794944e-06+2.915686654000008e-05j),-0.028175592016177704,(3.2906127394773516e-05+2.9806585512158654e-05j),0.29030125851257604,(9.662445734446377e-11+6.292146764401691e-11j),0.38911760260806066
88,(-2.9759626979454134e-05+1.4679531249971648e-06j),0.30225177421364496,(-3.582727734762456e-05-3.1950814979016216e-05j),-0.05658230190969473,(5.0942422946114356e-11-1.1003949677656588e-10j),-0.007990296268654837
89,(-1.3268825485575145e-05-2.3894033788732668e-05j),-0.04649119964860053,(3.563243863865188e-05+2.3752175325749706e-05j),-0.028175601061425932,(7.96488518060339e-11+6.823241426012977e-11j),-0.018323342145472418
90,(1.4651677637208938e-05+2.3441440552748583e-05j),-0.05022429509827894,(3.076785253529904e-06+4.222323537779071e-05j),-0.3971110539197395,(9.916739294226266e-11+3.0094474023561775e-11j),-0.0017176741455386224
91,(-2.4031929946089397e-05+6.579148898062285e-06j),0.2884380691308754,(-2.2899711949373037e-05-3.591533704640519e-05j),0.35085765901552446,(-2.8830148675675928e-11+9.898398628349716e-11j),-0.29030460818596077
92,(-2.4658216365086956e-05-2.4768468759318206e-06j),0.35060985632409136,(3.333392851439403e-05-1.790407051915435e-05j),0.30249901779396376,(-2.931699696410835e-11-9.78174011556469e-11j),0.2903046078706985
93,(-7.847107688566638e-06+2.3317679531706343e-05j),0.028175601669610566,(2.5383276678909375e-05-2.4920144264623385e-05j),-0.046491193007372505,(1.8671180922370568e-11+9.36810795210495e-11j),0.011957462038111415
94,(2.3699704481525813e-05-7.04806244711893e-07j),0.2841776437473793,(2.755972940125403e-05+9.230332867209588e-06j),0.24194703032722117,(-9.324625253952488e-11-1.173008126275045e-11j),-0.07863121370843651
95,(2.4734333496589445e-05-1.907868694684134e-06j),0.2921639725843923,(-2.3476153638643346e-05+2.225394730241584e-05j),-0.05022426118618248,(-8.881073297335255e-11+1.1491594048153445e-11j),0.07863121486945515
96,(9.239424761724381e-07+2.1176711149415006e-05j),-0.397111266948378,(2.243311305162615e-05-1.6129814613564772e-05j),0.36520248401185196,(5.3886630598911935e-11+8.004962867504393e-11j),-0.02630951129814344
97,(-1.4131376382924365e-05-1.560853153324074e-05j),0.03640013741356744,(-1.3032262161199289e-05+2.3845628122722857e-05j),0.43747534446131636,(6.495789174816694e-11-5.5545796746716846e-11j),0.018323336581300215
98,(-9.920599237079326e-06+1.985541618825253e-05j),0.32856572985995613,(-2.7156141566021413e-05-9.20903633528958e-06j),0.3872520066349175,(7.69544926824766e-11+4.446156198352781e-11j),-0.022048909689439122
99,(-2.1216399034378953e-05-1.489678196764576e-06j),0.28044206005979516,(2.4018127276597315e-05+7.784938452698884e-06j),0.3909841400829049,(4.505729988842893e-11-6.222190716976037e-11j),-0.3971114221828793
